,GISJOIN,Accessories,Active Life,American (New),American (Traditional),Apartments,Appliances,Appliances & Repair,Arts & Crafts,Arts & Entertainment,Asian Fusion,Auto Detailing,Auto Glass Services,Auto Parts & Supplies,Auto Repair,Automotive,Bagels,Bakeries,Banks & Credit Unions,Barbeque,Barbers,Bars,Beauty & Spas,"Beer, Wine & Spirits",Bikes,Body Shops,"Books, Mags, Music & Video",Bookstores,Breakfast & Brunch,Buffets,Burgers,Cafes,Car Dealers,Car Rental,Car Wash,Carpet Cleaning,Caterers,Chicken Wings,Chinese,Chiropractors,Churches,Cinema,Coffee & Tea,Contractors,Convenience Stores,Cosmetic Dentists,Cosmetics & Beauty Supply,Day Spas,Delis,Dentists,Department Stores,Desserts,Diners,Discount Store,Dive Bars,Doctors,Donuts,Drugstores,Dry Cleaning & Laundry,Education,Electronics,Ethnic Food,Event Planning & Services,Eyelash Service,Eyewear & Opticians,Family Practice,Fashion,Fast Food,Financial Services,Fitness & Instruction,Florists,Flowers & Gifts,Food,Furniture Stores,Gas & Service Stations,General Dentistry,Gluten-Free,Golf,Greek,Grocery,Gyms,Hair Removal,Hair Salons,Hair Stylists,Hardware Stores,Health & Medical,Health Markets,Heating & Air Conditioning/HVAC,Hobby Shops,Home & Garden,Home Cleaning,Home Decor,Home Services,Hot Dogs,Hotels,Hotels & Travel,IT Services & Computer Repair,Ice Cream & Frozen Yogurt,Indian,Insurance,Italian,Japanese,Jewelry,Juice Bars & Smoothies,Landscaping,Latin American,Local Services,Lounges,Makeup Artists,Massage,Massage Therapy,Medical Centers,Mediterranean,Men's Clothing,Mexican,Middle Eastern,Mobile Phones,Movers,Music Venues,Nail Salons,Nightlife,Notaries,Nurseries & Gardening,Oil Change Stations,Optometrists,Parks,Party & Event Planning,Performing Arts,Pet Boarding/Pet Sitting,Pet Groomers,Pet Services,Pet Stores,Pet Training,Pets,Photographers,Pizza,Plumbing,Printing Services,Professional Services,Public Services & Government,Pubs,Real Estate,Real Estate Services,Religious Organizations,Restaurants,Salad,Sandwiches,Seafood,Self Storage,Sewing & Alterations,Shipping Centers,Shoe Stores,Shopping,Skin Care,Southern,Specialty Food,Specialty Schools,Sporting Goods,Sports Bars,Sports Wear,Steakhouses,Sushi Bars,Tanning,Tattoo,Tex-Mex,Thai,Thrift Stores,Tires,Tobacco Shops,Toy Stores,Trainers,Transportation,Urgent Care,"Used, Vintage & Consignment",Vape Shops,Vegetarian,Venues & Event Spaces,Veterinarians,Vietnamese,Wine Bars,Women's Clothing,Yoga
1003,G3200030001200,,4.92857142857,3.61538461538,2.71428571429,,,,5.0,4.63157894737,,,,4.0,4.8,4.26666666667,,3.21052631579,3.25,,4.07692307692,3.20435967302,4.17132867133,,,,3.58823529412,,,,1.93333333333,,,,4.0,,,,3.94545454545,,,,3.07142857143,,4.0,,4.0,4.16279069767,3.42105263158,,,,,,,1.6,3.2,4.125,3.28571428571,,,,3.72360248447,,,,3.71111111111,2.39130434783,4.0,5.0,3.79661016949,3.79661016949,4.00978473581,,,,,,,3.9347826087,,,,,,3.75,,,,3.66666666667,,3.66666666667,2.33333333333,4.0,2.56451612903,2.56451612903,,4.12592592593,3.31884057971,,,,3.89473684211,,,,3.28571428571,,,4.33971291866,,,,,,,,,,,3.17819148936,,,4.8,,,,4.63157894737,,,,,,,4.06896551724,3.35802469136,,,,,,,,,3.61631753032,,,2.71428571429,,,,,3.94014084507,4.34736842105,,,,,,,2.71428571429,,,4.68181818182,,3.76666666667,,,,,5.0,,,,,,3.89122807018,,,,,
1004,G3200030001300,,,4.625,,,4.375,,,,,,,,,,,4.6,,,4.55813953488,4.0,4.62820512821,,3.45454545455,,,,,4.0,,,,,,,,1.5,,,,,,,,,,4.65486725664,,,,,3.5,,4.09375,,,3.5,,,,,,,,,3.85714285714,1.71428571429,,,,,4.75,,,,,,,,,,,,,,,,,4.375,,,3.2,,,,3.6,,,,2.52380952381,,,,3.2,3.70588235294,3.6,,,,,,,3.85714285714,3.78378378378,,,,,4.65486725664,4.0,,,,,,,,4.0,,4.0,,4.0,4.0,,3.55555555556,,,,,4.4,,,,3.46428571429,,,,,,,,3.725,,,5.0,,3.45454545455,3.16666666667,,,,,,2.0,,3.85714285714,,,,,,,,,3.5,,,,,3.85714285714,
1005,G3200030001401,,4.39393939394,,2.18181818182,,,,,3.12643678161,,,,5.0,2.83333333333,4.0,,,4.0,,,3.07692307692,3.5,,,,4.5,,,2.18181818182,2.0,,1.0,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,3.66666666667,3.53333333333,3.06024096386,,,,,2.0,4.0,,,,3.16666666667,,,,,,,1.33333333333,,,,,4.0,4.5,,4.33333333333,,4.0,,,4.33333333333,,3.06024096386,3.06024096386,,,,,,,,,,,,3.07692307692,,,,,,,4.36804564907,,,,,,3.11111111111,,4.0,,,,,,,,,,,4.2,,3.33333333333,,,,,,,,,4.29364005413,,4.0,,,,,,4.07692307692,,,3.53333333333,,,,,,,,3.5,,3.53333333333,,4.69565217391,,,,,,,,,,4.2,,,,
1006,G3200030001402,,3.83333333333,,3.84615384615,,,,,,,2.33333333333,,,4.5,3.9375,,,,,,4.28571428571,,,,,,,,,,,3.46153846154,,,,,,,5.0,,,,,,,,,,,,,,,,1.625,,,,,,,,,,,,,4.66666666667,,,,3.94736842105,,4.25,,,,,,,,,,,2.92307692308,,,,,,,,,,,,3.94736842105,,,4.48648648649,,,3.94736842105,,,,,,,,1.0,,,3.33333333333,,,,,,4.28571428571,,,,,3.83333333333,,,,,,,,5.0,,,,,,3.3,,,,,4.16161616162,,3.94736842105,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,5.0,,,,
1007,G3200030001501,,,2.5,,,,,,,,,,,1.5,2.93548387097,,3.0,2.5,,,,,,,3.07692307692,,,,,,,2.0,,4.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63333333333,,,,3.0,,,,,,,,,,,,2.66666666667,,,,,2.66666666667,,,2.66666666667,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.66666666667,,2.66666666667,,,,,,,,,,,,,3.5,,,,1.5,,,,,3.0,,,,,,,,2.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,G3200030001502,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,2.66666666667,,,,,4.0,,,,2.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,G3200030001607,,,3.22448979592,3.11764705882,2.5,,,,3.10810810811,,,,,4.2,4.11111111111,,,,,,,2.875,,,,,,,,2.79487179487,,,,,,,,,,,,,,3.0,,2.875,,,,,,,,,,,2.875,,,,,2.97777777778,,,,,3.5,,,,,3.26923076923,,,,,,,3.0,,,,,,,,,,,,,2.5,,2.97777777778,2.95744680851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,3.07207207207,,3.11764705882,,,,,,2.875,,,,,,,,3.58333333333,,,,,,,,,,,,,,,,,,,,,
1010,G3200030001608,,,2.87878787879,,,,,,2.86428571429,,1.33333333333,,,3.66666666667,3.33333333333,,,,,,,,,,,,,,3.47222222222,,2.87878787879,,,1.33333333333,,,,,,,2.07142857143,4.0,,,,,,,,,,,,,,,,4.57142857143,,,,3.11111111111,,,,,3.33333333333,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,3.16666666667,3.16666666667,,,,,3.84615384615,,,,,,4.57142857143,,,,,,,,,,,,,,3.33333333333,,,3.66666666667,,,,,,,,,,,,3.14285714286,,,,,,,,,3.41071428571,,3.33333333333,4.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,3.0,,,,,
1011,G3200030001609,,,,,,3.2,,,,,,,,,,,,,,,3.0,2.0,4.8,,,,,,2.85057471264,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3.0,,,,,4.1,,,,,,,3.4,,,,,3.2,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,3.2,,,,,,,,,,,,,,,,,,,,,,2.85159817352,,,,,,,,2.8,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
1012,G3200030001610,,5.0,,,,,,,5.0,4.0,,,,,4.33333333333,,,,,,3.33333333333,,,,,4.22222222222,,,,3.33333333333,,,,,,4.36842105263,,,,,,,,,,,,,,,4.69230769231,3.29411764706,,,,,2.33333333333,,,,,4.36842105263,,,,,3.35714285714,,5.0,,,4.15789473684,,,,,,,2.33333333333,,,,,,,,,,,,,4.46666666667,,,,3.4,,,,,,,,,,3.4,3.33333333333,,,,,,,3.33333333333,,,,,,3.33333333333,,,,,,,,,,,,,,,,,,,,,,,,3.74074074074,,,,,,,,3.46666666667,,,,,,,,,,,,3.33333333333,,,,,,5.0,,,,,,,,,,,
1013,G3200030001611,,,,,,,,,,,3.5,3.5,2.75,,3.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,4.0,,,,,1.5,,,,,,,,,,,4.0,2.33333333333,,,,,4.25,,,4.0,,,,,,,,,,3.16666666667,,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,2.33333333333,,2.33333333333,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,
1014,G3200030001612,,,4.25,3.28571428571,,,,,,,,,,,,,,3.66666666667,,4.8125,3.0,3.72,,,,,,4.66666666667,,3.28571428571,,,,,,,,3.875,,,,4.25,,,,,,,,,,,,,,,,,,5.0,,,,,,,3.69230769231,3.66666666667,,,,3.55555555556,,,,,,,2.54545454545,,,,,,,,,,,,,4.83333333333,,,,,,,,,,,,,,,,,,,,,,4.44660194175,,5.0,,,1.77777777778,3.0,,,,,,,,,,,,,,,4.0,,,5.0,,3.0,,,,4.10309278351,,4.66666666667,,,,,,5.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
1015,G3200030001613,,,,,,,,,,,,,,,4.375,,,,,,4.75,,,,,,,,,,,,,4.375,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,G3200030001706,,3.76,3.5,,,,,,,,,,,1.0,1.85714285714,,,,,,3.78461538462,4.0243902439,4.07692307692,,,,,4.01734104046,2.75268817204,,,,3.14285714286,,,,,2.77777777778,,,,4.25925925926,,,5.0,,5.0,,4.28571428571,,,4.01734104046,,,3.0,3.5,3.5,,4.04761904762,,,3.0,,,,,2.96153846154,,3.76,3.7,3.7,4.0,,3.0,4.28571428571,,,,3.5,3.76,,5.0,,3.16666666667,4.125,,,,3.16666666667,,,3.69565217391,,2.33333333333,2.63157894737,,4.04,,,4.15384615385,,,,,,4.42857142857,3.91525423729,,,5.0,4.25,3.76923076923,,3.60344827586,,2.66666666667,,,3.27272727273,3.75903614458,,,,,,,,,2.5,2.5,,,2.5,,3.46153846154,,,4.85714285714,,,3.69565217391,3.88888888889,,3.70890410959,,2.77777777778,2.73469387755,4.42857142857,,,,3.41379310345,5.0,,3.5,4.04761904762,,,,,,3.83333333333,,,,,,,,,,,,,,4.33333333333,,,,,
1017,G3200030001707,,,,,,,,,,,,,,,,,,2.75,3.17857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,4.5,,,,,,,,,,,2.75,,,,3.08333333333,,,,,,,3.08333333333,,,,,,5.0,,,,,2.0,,2.0,,,,,,,,,4.05769230769,,,,,5.0,,,,,,,,4.21621621622,,,,,,,5.0,,,,,,,,,,,,3.96296296296,,,,,,,,,,,4.07050092764,,2.16666666667,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,3.96296296296,,,,
1018,G3200030001708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09523809524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09523809524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09523809524,,,,,,3.77083333333,,,,,,,,2.09523809524,,3.77083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,G3200030001709,,2.77777777778,,,,,3.5,,,,,,,,,,,,4.94736842105,,2.71428571429,4.17857142857,,,,4.2,,,3.33333333333,,,,,,,4.94736842105,,3.79545454545,,,,,,,,,,,1.5,,,,,2.71428571429,1.0,,,,,3.0,,4.94736842105,,,,,,,2.80952380952,,,3.88888888889,,,1.5,2.95,,,3.88888888889,2.80952380952,,4.12195121951,5.0,,2.0,,,3.75,,,,3.38461538462,,,,,,,,,3.0,,,,,3.5,,5.0,,,1.0,,,,,3.0,,,3.75,2.71428571429,,,,5.0,,,,,4.5,4.5,,,4.5,,2.95,5.0,,2.66666666667,,,,,,4.01307189542,,4.14705882353,,,,,,3.82142857143,,,,,,,,,3.0,5.0,4.83333333333,,,,,,,,,,,,,,,,,,
1020,G3200030001710,,2.67741935484,,2.95652173913,,,,,,4.0,,,4.0,2.0,3.56097560976,,,,,,3.75,,,,4.69230769231,,,,,3.2,,,,,,,3.4347826087,,,,,,,2.66666666667,,,,,,2.5,,,3.71428571429,,,,,,,,,2.5,,,,2.5,3.2,,,,,2.66666666667,,,,,,,,,,,,,,,,,5.0,,5.0,4.77777777778,3.0,2.5,3.85714285714,,,,,3.75,,,,,,4.2,,,,,,,,3.78723404255,,,,,,3.75,,,,,,,,,,,,,,,3.6,,,2.875,,,,,,3.47747747748,,,4.57142857143,4.2,,,,3.64285714286,,,,,,,,,,,,,,,3.83333333333,,,,,,,,,,,,,,
1021,G3200030001711,,,3.42857142857,2.66666666667,1.42857142857,,,,,,,,,,2.66666666667,,2.66666666667,1.33333333333,,,3.42857142857,3.69072164948,,,,,,,,4.3275862069,,,,,,,,,,,,,,3.14285714286,,3.14285714286,3.73333333333,,,,,,,,4.3,,3.14285714286,2.66666666667,3.73469387755,,,,,,,2.64285714286,4.16666666667,1.33333333333,,2.66666666667,2.66666666667,3.27272727273,,,,,,,,,,3.73333333333,,,4.61111111111,,,,,,,1.42857142857,,,,,,,,,4.17880794702,,,,3.80701754386,2.66666666667,,,,,5.0,,2.64285714286,4.2602739726,,,,,,3.42857142857,,,,,,,,,,4.38888888889,,,4.38888888889,,3.0,,,2.0,,,1.42857142857,,3.4,4.11954459203,,,,,,,,2.79166666667,,,3.75,3.73469387755,,,,3.27272727273,,,,3.33333333333,,,2.66666666667,,,,,,,,,,4.38888888889,,,2.64285714286,
1022,G3200030001712,,4.05138339921,4.16216216216,2.90909090909,,,,,3.32941176471,,,,,2.17647058824,2.11538461538,,4.41935483871,,,4.58333333333,3.11111111111,4.58333333333,,,,,,,,1.11111111111,4.0,,,1.5,,,,,,,3.32941176471,3.06666666667,,,,,,,,,4.41935483871,,,,3.14285714286,3.06666666667,,3.4,2.0,,,2.66666666667,,3.48148148148,,,1.11111111111,,,,,4.15584415584,,2.14285714286,,,,,,,,,,,3.34482758621,,,,,,,1.0,,,,,,,,4.16216216216,4.3,,,,,4.27272727273,3.33333333333,,,,,,,,,,,,,3.11111111111,,,,3.34482758621,2.66666666667,,,,,,,,,,,,,,,,1.0,,,4.03990610329,,4.41935483871,,,5.0,,,3.63333333333,,,,,,,,,,,,,,,2.81818181818,,,,,,,,,2.66666666667,,,,,
1023,G3200030001713,,,,4.33333333333,,,,,4.7037037037,,,,,,,,,,,,4.33333333333,5.0,,,,,,,,,,,,,,,,4.14572864322,,,,2.84210526316,,,,,,,,,,,,,,,,,,,,4.0,,,,4.83333333333,,,,,,2.84210526316,,,,,,4.13043478261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13043478261,,4.5,4.13043478261,,,,,4.33333333333,,,,,,,,,4.2,4.2,,,4.2,,,,,,,,,,,4.172,,,,,,,,4.83333333333,,,,,,,,,,,5.0,,,,,,,,,,,,4.1724137931,,,4.4,,,
1024,G3200030001714,,,2.8,,,,,,,,,,,,,,,3.0,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88888888889,,,,,,,,,,,,3.0,,,,3.88888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,3.0,,,,,2.8,,,,2.88888888889,,,,,,,,4.0,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,
1025,G3200030001715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.90476190476,,,,,,,,3.5,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
1026,G3200030001716,,,,,,,,,,,,,,4.0,4.0,,,,,,,3.75,,,,,,,,3.35849056604,,,,,,,,,,3.0,,,,,,,,,,2.24137931034,3.5,,,,,,,,,,,,,,,2.24137931034,3.04761904762,,,,,2.45714285714,,,,,,,2.24137931034,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,4.76923076923,,1.625,,,,,,,,3.0,3.17647058824,,,4.0,,,,,2.48717948718,,,,,,,,,,,,,,3.2,,,,,,,,,,,4.76923076923,3.29166666667,,,
1027,G3200030001717,,,,4.08474576271,,,,,3.83333333333,,3.83720930233,,,4.19847328244,4.13868613139,,,5.0,,,3.52941176471,2.18181818182,,,,,,4.29838709677,,,,,,3.83720930233,,,,,,4.0,,,,,,,,,4.0,,,4.29838709677,,4.0,1.8,,,,4.33333333333,,,2.5,,,,,2.57142857143,5.0,,,,,,,,,,,,,,,,,3.65384615385,,,,,4.57692307692,,4.57692307692,,,,,,,,3.93506493506,4.08695652174,,,,3.63636363636,4.65625,4.5,,,,3.4,,,4.34901960784,,,,,2.5,3.60416666667,,,4.86111111111,,,2.5,,3.4,3.57142857143,3.57142857143,,,4.08108108108,,3.33333333333,,,,4.33333333333,3.66666666667,,,4.0,4.16694772344,,4.09803921569,,5.0,,,,3.0,1.8,,,,,,,4.08695652174,,,,,4.57142857143,3.0,4.55,,,,,,,,4.34412955466,,4.75,,,,
1028,G3200030001718,,,,3.84615384615,,,,,3.4126984127,,,,,2.5,2.22222222222,,,,,,2.87234042553,2.88888888889,,,,,,,,,,,,,,,,1.33333333333,,,,3.14285714286,5.0,,,3.16666666667,,,3.66666666667,,,2.33333333333,,,,,,,,3.42857142857,4.75,3.4126984127,,,,,2.33333333333,,,,,3.29411764706,,2.66666666667,3.66666666667,,,,3.0,,,2.71428571429,,,2.66666666667,,,,3.875,,,5.0,,3.4126984127,3.4126984127,,,,,,,,,,,4.27272727273,,,,,,,,3.6,,,,,2.8,2.87234042553,,3.875,,,,,,,4.33333333333,4.33333333333,,,4.33333333333,,2.5,,,,,,,,,3.92834890966,,2.8,,1.0,,,,3.52380952381,,,4.75,,,,,,4.18181818182,,,,,,,,,,,1.66666666667,,,,,,,,,
1029,G3200030001801,,,,,,,,,,,,,3.4,3.46153846154,3.54166666667,,,,,5.0,3.66666666667,5.0,,,,,,,,,,3.5,,,,,,3.64705882353,,,,,,,,,,,5.0,,,,,3.66666666667,,4.46875,,,5.0,,,,,,,,3.5,3.66666666667,,,,4.46478873239,,,5.0,,,,,,,,,,5.0,,,,4.33333333333,,,5.0,,,3.0,,4.42857142857,1.88,3.66666666667,,4.29411764706,,,,,5.0,,,,,,,,3.12903225806,,,,,,3.66666666667,,,,,,,,,,,,,,,,,5.0,5.0,,,5.0,,,3.94133333333,,,,,,,,4.33333333333,,,,5.0,,,,4.29411764706,,,,,4.40490797546,,,,,,,,,,,,,,,,
1030,G3200030001803,,3.66666666667,,3.7619047619,,,,,,,,,,,,,4.42857142857,,,,,4.21568627451,,,,,,4.27777777778,,2.0,,,,,,,,3.63636363636,,,,3.05,,,5.0,,,,5.0,3.0,,4.27777777778,,,3.58333333333,,,2.33333333333,,,,4.33333333333,,,,3.0,2.3,,,,,3.84615384615,,,5.0,,,,4.15789473684,,,,,,4.05555555556,,,,,,,,,,,,4.42857142857,,,,,,,,4.5,1.875,,,5.0,5.0,,,3.0,4.33333333333,,,,,4.16666666667,4.25,1.6,,,,3.66666666667,,,,5.0,5.0,,,5.0,,2.16666666667,,1.6,,2.8,,,,,3.86147186147,,,,,,1.6,,3.0,,,,,,,,,,,,,4.02040816327,,,,,,,,,,,3.66666666667,,,,3.0,
1031,G3200030001804,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,3.25,,,2.8,,,,,,,,,,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,2.85714285714,,,,,,,,,4.08333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92307692308,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,G3200030001901,,3.90476190476,,,3.5,,,,,,,,,,3.33333333333,,,,,4.0,,3.20754716981,,,,,,,,2.77777777778,,4.2,1.0,,,,,2.03571428571,,,,,,3.5,,2.33333333333,,,,,,,3.85714285714,,3.66666666667,,3.5,,,,3.0,,,,,,3.26086956522,,3.90476190476,,,3.16279069767,,,,,,,2.75862068966,3.90476190476,,,,,3.66666666667,,,,,,,2.77777777778,,,1.0,,,,,,,,4.28571428571,,,4.73684210526,,,,,,,,3.52083333333,,,,,4.0,,4.73684210526,,,,,,,,,,,,,,2.0,,,,,,2.77777777778,2.2,,3.25796178344,,,,,,,,2.89473684211,,,3.0,,,,,,,,3.21428571429,,3.14893617021,,,,,3.90476190476,,,,,,,,,,,
1033,G3200030001902,,,,3.47058823529,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,4.97368421053,,,,,,,,,,,,,,,,,,,3.4,3.30555555556,4.30434782609,,,,,,,,,,,,,,,,4.30434782609,,,,,,,,,,,,,3.17054263566,,,,,,,,,,,,,,,,,,,,,4.97368421053,,,,,2.75806451613,,,,,,,,,3.4,,,,3.0,,,,,,,,,,,3.27272727273,,,3.28571428571,,,,,,3.39285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,G3200030002000,,2.92941176471,4.03396226415,2.67045454545,3.0,,,4.31578947368,2.85641461342,3.9375,,,3.875,4.375,4.29850746269,,2.41509433962,2.625,3.45864661654,,3.95482546201,3.73333333333,,,,,,,2.61176470588,2.45901639344,,,,,,,,3.9320754717,,,3.75,3.2,,,,,3.86153846154,3.08,,,3.2,3.47368421053,,,2.52380952381,,,,4.20689655172,3.5,,2.68760907504,,5.0,,4.28,3.15789473684,3.23076923077,2.74242424242,,3.5,3.92071611253,3.6,2.66666666667,,,4.5,,2.85714285714,2.6,,4.66666666667,,,3.56140350877,1.33333333333,,,3.6,,3.6,3.59259259259,,2.59763313609,2.67165492958,,2.83333333333,3.87254901961,,4.02040816327,3.68111455108,4.72222222222,,,,,3.37894736842,,4.12121212121,,,,,2.9765625,,,,,3.54901960784,3.81607142857,,,,5.0,,,4.5046728972,,,,,,,,2.19230769231,,,4.0,,4.55042016807,3.59183673469,5.0,,3.92386634845,,3.13793103448,,,,,,3.90434782609,3.725,,4.51037344398,4.4,3.16666666667,,,3.34666666667,3.98347107438,3.16666666667,,,4.17188823031,,4.375,,,,,,,,4.12362030905,3.37878787879,,,,4.375,
1035,G3200030002201,,3.73047473201,3.6,3.07272727273,,,5.0,4.09090909091,3.728,3.55445544554,,,4.14285714286,4.34586466165,4.25454545455,,,,4.33676092545,,3.99187463726,4.35761589404,3.42794759825,,4.14117647059,,,,2.80555555556,4.37315436242,3.24242424242,,4.0,,,2.97115384615,,,5.0,,4.33333333333,,4.42857142857,,,4.28947368421,,4.14285714286,,,,2.75,,3.625,,,,,3.125,3.0,3.52631578947,2.95752427184,4.34375,,,4.2962962963,2.625,,5.0,5.0,5.0,3.41501976285,5.0,,,,,,3.61904761905,5.0,4.34375,,,,4.46153846154,,4.33333333333,4.0,5.0,4.42,,3.95104895105,,2.90513219285,2.92380952381,,,4.39159292035,,3.4632034632,,2.25,,,,4.36206896552,3.33285714286,4.09090909091,,,,,4.25490196078,2.76470588235,,,,4.0,,3.93485827946,5.0,,,,,4.09090909091,4.4780876494,,,,,,,4.95,2.75,5.0,3.8,1.5625,,,,,,4.01442741208,,2.22222222222,4.24308943089,,,,,4.09189189189,,,3.52631578947,3.6,,,,3.90666666667,4.6,,,,4.11111111111,,,,,5.0,1.0,2.625,5.0,,4.11111111111,3.05555555556,,2.49047619048,,3.71428571429,
1036,G3200030002203,4.0,4.5,,3.18181818182,,,,,2.42857142857,4.4893111639,,,,,,,,3.2,2.5,3.88888888889,3.04347826087,3.87272727273,,,,4.125,,4.31147540984,2.75,4.29621621622,,,,,,,,4.13253012048,,,,3.80769230769,,3.0,,,,,,,,,5.0,3.5,3.08333333333,,,,,3.4,3.0,3.4,3.44444444444,3.64,,4.26666666667,3.19565217391,3.2,,1.0,1.0,4.08737864078,,,,,4.5,,4.24657534247,,,4.8,4.66666666667,4.66666666667,3.64,,,2.54545454545,4.66666666667,,,4.66666666667,,,,4.91176470588,,4.38805970149,,3.97260273973,3.89440993789,3.4,,,3.2,4.91176470588,1.75,,,,,,4.5,4.05882352941,,,,1.75,3.07142857143,3.04347826087,,,,3.64,,,,,,,,,,,,,,,,,,,,4.16273062731,,4.271875,,,,,3.5,3.85823754789,3.44444444444,,3.0,,,3.5,,,3.89440993789,,4.55555555556,4.5,4.15027322404,3.41666666667,,4.18918918919,,,,,,5.0,4.17008797654,,,,,4.45454545455,
1037,G3200030002204,,4.83333333333,,,,,,,,,,,4.89189189189,4.89189189189,4.72093023256,,,,,,2.0,,,,,,,,,,,3.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83333333333,,,,,,,,,,,4.83333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.89189189189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,4.83333333333,,,,,,,,,,,
