,GISJOIN,Accessories,Active Life,American (New),American (Traditional),Apartments,Appliances,Appliances & Repair,Arts & Crafts,Arts & Entertainment,Asian Fusion,Auto Detailing,Auto Glass Services,Auto Parts & Supplies,Auto Repair,Automotive,Bagels,Bakeries,Banks & Credit Unions,Barbeque,Barbers,Bars,Beauty & Spas,"Beer, Wine & Spirits",Bikes,Body Shops,"Books, Mags, Music & Video",Bookstores,Breakfast & Brunch,Buffets,Burgers,Cafes,Car Dealers,Car Rental,Car Wash,Carpet Cleaning,Caterers,Chicken Wings,Chinese,Chiropractors,Churches,Cinema,Coffee & Tea,Contractors,Convenience Stores,Cosmetic Dentists,Cosmetics & Beauty Supply,Day Spas,Delis,Dentists,Department Stores,Desserts,Diners,Discount Store,Dive Bars,Doctors,Donuts,Drugstores,Dry Cleaning & Laundry,Education,Electronics,Ethnic Food,Event Planning & Services,Eyelash Service,Eyewear & Opticians,Family Practice,Fashion,Fast Food,Financial Services,Fitness & Instruction,Florists,Flowers & Gifts,Food,Furniture Stores,Gas & Service Stations,General Dentistry,Gluten-Free,Golf,Greek,Grocery,Gyms,Hair Removal,Hair Salons,Hair Stylists,Hardware Stores,Health & Medical,Health Markets,Heating & Air Conditioning/HVAC,Hobby Shops,Home & Garden,Home Cleaning,Home Decor,Home Services,Hot Dogs,Hotels,Hotels & Travel,IT Services & Computer Repair,Ice Cream & Frozen Yogurt,Indian,Insurance,Italian,Japanese,Jewelry,Juice Bars & Smoothies,Landscaping,Latin American,Local Services,Lounges,Makeup Artists,Massage,Massage Therapy,Medical Centers,Mediterranean,Men's Clothing,Mexican,Middle Eastern,Mobile Phones,Movers,Music Venues,Nail Salons,Nightlife,Notaries,Nurseries & Gardening,Oil Change Stations,Optometrists,Parks,Party & Event Planning,Performing Arts,Pet Boarding/Pet Sitting,Pet Groomers,Pet Services,Pet Stores,Pet Training,Pets,Photographers,Pizza,Plumbing,Printing Services,Professional Services,Public Services & Government,Pubs,Real Estate,Real Estate Services,Religious Organizations,Restaurants,Salad,Sandwiches,Seafood,Self Storage,Sewing & Alterations,Shipping Centers,Shoe Stores,Shopping,Skin Care,Southern,Specialty Food,Specialty Schools,Sporting Goods,Sports Bars,Sports Wear,Steakhouses,Sushi Bars,Tanning,Tattoo,Tex-Mex,Thai,Thrift Stores,Tires,Tobacco Shops,Toy Stores,Trainers,Transportation,Urgent Care,"Used, Vintage & Consignment",Vape Shops,Vegetarian,Venues & Event Spaces,Veterinarians,Vietnamese,Wine Bars,Women's Clothing,Yoga
1134,G3200030003001,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5660377358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,G3200030003003,,10.3947368421,,,16.5,,,4.66666666667,,,,,5.66666666667,,7.125,,6.51851851852,,,,,8.32432432432,9.72340425532,,,2.0,,,,5.45454545455,,,,,,,,,,,,,,6.51851851852,,,,,6.66666666667,4.66666666667,,,,,,,,,,12.3333333333,,,,,,9.14814814815,5.45454545455,,10.1714285714,,,8.33333333333,,,6.66666666667,,,,9.00826446281,,9.7037037037,,,7.53846153846,6.4347826087,,,,7.53846153846,,,8.73333333333,,,,,5.51724137931,,,10.4699140401,,12.3333333333,,,,,,,10.3777777778,6.47058823529,,,,,,,,,5.0,,,7.53846153846,,,13.0,,,,,,,,,,10.4699140401,,,,,,16.5,,,10.3166666667,,,,,,,,7.75438596491,9.87878787879,,,,18.1111111111,,18.1111111111,,,,,,,,,,,,,,,,,,,,,,10.1714285714
1136,G3200030003004,,,,,,,4.25,,,,,,,,3.0,,,2.0,,11.8125,,11.8125,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.83333333333,,3.0,,,,,4.66666666667,,,11.8125,,,,,,,,,,,,,,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,G3200030003005,,,,,,,2.66666666667,,,,,,,,4.58333333333,,13.3928571429,3.16666666667,10.0,,9.375,21.6666666667,,,,,,,,7.4,,,,4.58333333333,,10.0,,5.0,17.75,,,,,4.58333333333,,3.33333333333,,,,,13.3928571429,,,,,,,,,,,10.0,,,,,7.4,3.16666666667,,,,10.4347826087,,4.58333333333,,,,,8.33333333333,,,30.8333333333,,9.0,17.75,,,,9.0,,,5.0,,,,,,,,,,,,,,2.66666666667,,,,,,6.28571428571,,8.34285714286,,,,,,9.375,,,,,,,,,6.66666666667,6.66666666667,,,9.55172413793,,7.2,,,,,,,,,7.58741258741,,,10.0930232558,,,,,7.3,,9.32,,,,9.375,,,,,,,5.0,,,,,,,,,,,,9.88461538462,,,,
1138,G3200030003006,,8.86153846154,6.75900277008,8.83353884094,,7.0,,,,,,,,7.5625,5.90322580645,,,2.5,13.0,,2.76923076923,8.25,,7.48387096774,,8.77358490566,9.5,6.87048192771,,7.125,,,,3.8,,,,9.47826086957,,,,,,,,,,,,6.5,,,5.11111111111,,5.2,,3.11111111111,4.33333333333,,2.375,,,,,5.2,6.5,10.2797356828,2.5,10.1176470588,,,5.33333333333,8.0,,,,,,5.33333333333,10.1176470588,6.0,11.0,,7.0,8.6,,,9.45714285714,7.24,,,2.4375,8.0,,,5.0,,,,,,,,,5.11111111111,5.88888888889,,,,,9.28,,,7.94252873563,,2.375,,,8.06896551724,2.76923076923,5.0,7.0,,,,,,,4.4,4.4,,,4.4,,16.0909090909,,5.0,2.08333333333,,2.76923076923,,,,8.69411764706,,6.14285714286,,,,6.71428571429,,7.29032258065,,,,,7.48387096774,2.76923076923,,,,,6.0,,,5.57142857143,4.3,,,10.1176470588,,,,5.92857142857,,,,,,6.5,
1139,G3200030003102,,,,,,,,,14.2857142857,,,,,,,,6.33333333333,,,,5.63636363636,8.66666666667,,,,,,,,,,,,,,,,4.0,,,,5.03846153846,4.0,,,,,,7.25,,,,,4.6,9.16666666667,,,,,,,6.30434782609,,,,,,,,,,5.1724137931,,,,,,,,,,8.66666666667,,,7.47826086957,,,,,,,6.0,,,14.625,,,,,,,,,,,,6.5,,,,,,,6.54545454545,,,,,,5.63636363636,,,,,,6.30434782609,,,,,,,,,7.5,4.0,,10.2,,,7.5,,,7.31506849315,,,,,,,,4.0,,,,,,,,,,,,,10.04,,,,,,,,,,,,,,,,
1140,G3200030003103,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,4.42857142857,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,4.375,,,7.4,,,,4.375,,,3.2,,,7.4,,,,,,,4.0,,,,,,,,,,,,,,8.27586206897,,,,,,,,,,,,,2.85714285714,,,,,,,,,,,,,,,,6.625,,8.27586206897,8.27586206897,,,,,,5.95652173913,,,,,,8.27586206897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,G3200030003104,,6.89090909091,,,3.33333333333,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,6.66666666667,,,,,,,,,,,,,,,,,,,6.89090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,3.33333333333,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,6.89090909091,,,,,
1142,G3200030003204,,6.75,,4.125,,,,,6.62142857143,,,,,3.6,3.6,,,,2.25,,10.9655172414,3.66666666667,,,,,,6.2421875,,28.1538461538,,,,,,,4.66666666667,,,,7.08108108108,8.44444444444,,,,,,,,,,,,,3.66666666667,,,,,,,6.47663551402,,,,,4.66666666667,,,,,8.41732283465,,,,,6.73684210526,,,,,,,,3.66666666667,,,,,,,4.8125,66.6,6.45631067961,6.45631067961,,,,,,,,8.49593495935,,,,,,,,,,,6.15,,,,,,10.9655172414,,,3.6,,,,,,,,,,,,3.0,,,13.3333333333,,,4.54545454545,,,7.10288065844,,4.8,,,,,,,,,5.0,,,,,,5.28571428571,,,,,,,,,,,,,,,7.0,,,,,
1143,G3200030003208,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,G3200030003211,,5.0,,,,,,,,,,,,,,,6.66666666667,,,,,4.0,,,,,,7.0,,,,,,,,,4.375,,,,,,,,,,,,12.5555555556,9.66666666667,6.66666666667,,,,,,,,,,,,,,,9.66666666667,,,5.0,3.7,3.7,6.66666666667,,,12.5555555556,,,,,,,4.0,4.0,,12.5555555556,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,7.55,,,,,4.0,,,,,,,,,,,,,,,,4.375,,,,,,,,,6.8904109589,,4.375,,,,,,5.07692307692,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,
1145,G3200030003213,,10.0,,,,,,,,,,,,,,,,17.6666666667,,,,5.42857142857,,,,,,,,,,,8.0,,,,,7.16923076923,,,,,,10.0,,10.0,,,5.55555555556,,,,,,,,10.0,,,,,5.0,,,,,11.2,17.6666666667,14.0,,,6.81481481481,,,5.55555555556,,7.5,,,14.0,,,,,17.8421052632,,,,,,,8.33333333333,,,8.0,,6.56,,,,,,,,,,,,,,,,,13.0,,,,,4.94736842105,,,,,,,,,,,,,,,5.0,9.33333333333,,,,,,8.33333333333,,,7.9793814433,,,,,,,,10.0,,,,,,,,,,,,13.0,,,,,,14.0,,,,,,,,,,,
1146,G3200030003214,,5.0,,,,,6.88888888889,,,,,,,,,7.88,10.4545454545,,,,,11.5,,,,,,6.63218390805,,,,,,,,,,6.19230769231,,,,24.0,5.75,,,15.5,,,,,,,,,,,,,,,,7.5,,,,,9.75,,,,,10.4375,,,,,5.0,,11.56,,,13.5714285714,,,,,,,,,,5.125,,,,,,,,6.25,,6.85714285714,,,,7.0,,15.5,,,,,,,,,,,4.25,,7.5,,,,,7.5,,,,,,,9.82352941176,,10.0,,7.5,,,,,,,8.6862745098,,9.75,,,,7.5,,11.9411764706,,,,,,,,,,,,,9.03571428571,,,,,,,,,,,,9.82352941176,,,,
1147,G3200030003215,,11.8,12.625,,,,,,,,,,,5.4,7.4,,,,,6.0,8.85714285714,8.27777777778,,,,,,,,11.3333333333,,,,10.0666666667,,,,,15.0,,,10.6428571429,,,,,,,,11.2857142857,,,,,6.0,,,5.83333333333,10.6666666667,,,,,,5.52631578947,9.575,6.93103448276,,,,,11.5301204819,,10.0666666667,,15.5555555556,,,,,,,,,6.44680851064,,,,,,,6.44444444444,,,,,,,,7.14814814815,6.25,8.375,,,,5.83333333333,,,8.92857142857,,3.0,,,10.6060606061,,,,,,8.85714285714,,,5.4,,11.8,,,8.91304347826,10.619047619,10.375,8.0,,10.375,,9.33333333333,7.5,,7.33333333333,,8.85714285714,4.25,3.5,,10.0576923077,,,,,,,,9.375,8.92857142857,,,10.6666666667,,8.85714285714,,,10.7670454545,,,,6.625,9.21212121212,5.4,,,,,,9.21212121212,,,,9.90909090909,,,,
1148,G3200030003218,,11.5555555556,5.69230769231,,,,,,12.7777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,7.1935483871,,,,,,11.0,,,,,,,8.4,,,,,,5.0,12.7777777778,,,,,,6.76470588235,,8.4,,,12.7777777778,,,,,7.32307692308,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,14.125,,12.7777777778,,,,,,,,,,,,,,,,,5.81632653061,,,,,,,,,,,,,,,,,5.86111111111,,,,,,,,,12.7777777778,,,,,,8.4,,,,,
1149,G3200030003219,,18.0,,,,,,,,,,,,,,,,,,,,6.54545454545,,,,,,,,,,,,,,,,,,15.0,,9.33333333333,,,,,,,7.6,,,,,,4.64705882353,,,14.1818181818,21.0,,,,,,,,,,,,,11.0,,,7.6,,,,,,,,,,4.60465116279,,,,,,,2.66666666667,,,,,,,,9.39393939394,,,,,,14.1818181818,,,,,,,,7.28125,,,,,5.22222222222,,,,,,18.0,,,,,,9.31034482759,,9.31034482759,,9.39393939394,,,,,,,,15.0,8.03875968992,,,,,,,,,,,15.0,,,,,,6.30630630631,12.5,,,8.75280898876,,,,,,,,,,,,,,,,
1150,G3200030003220,,10.1359223301,,6.78947368421,,,,,,,,,,,7.42857142857,,9.28571428571,,,,6.78947368421,11.9,,9.0,,,,,,,,,,,,,,,,8.33333333333,,,,,,,,,,,,,,,11.6666666667,,,,,,,13.9090909091,,11.6666666667,,,,,8.84210526316,,,12.65,,7.42857142857,,,,,,8.84615384615,,,,,9.375,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,6.78947368421,,,7.42857142857,11.6666666667,10.243902439,13.9090909091,,,9.45833333333,9.45833333333,,,9.45833333333,,,,,,,,,,8.33333333333,6.78947368421,,,,,,,,10.126984127,,,,,9.0,,,,,,,,,,,,,12.6666666667,,,,10.3125,,,,,,,
1151,G3200030003222,8.0,10.0909090909,,,3.5,,,,,,,,,,,,,,,,,10.1034482759,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45833333333,,,,,,8.11695906433,,,,,,,,,9.9375,4.41176470588,8.0,,,,,,9.95454545455,,,6.66666666667,,,,,,10.5384615385,,,,8.54022988506,,,,,14.4166666667,,9.96,,,,,9.46153846154,,,,,,,,,4.66666666667,,,,,,,,,,,4.66666666667,,,,,,,9.9375,10.0909090909,,,,,,,,,,,,,9.5,,,3.5,,,12.03125,,,,4.66666666667,,,,9.63157894737,,,10.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,G3200030003223,,6.82,7.01470588235,6.15740740741,,,,,6.73015873016,,,,,,,6.9375,6.9375,,,,5.0,7.2380952381,,,,,,6.91489361702,4.34090909091,,,,,,,,,,,,,,,8.25,13.3333333333,,7.0,,9.75,,,,,,5.76923076923,,,,,,,6.6974522293,,,2.66666666667,,7.81818181818,,,,,7.5,,,8.18181818182,,7.07692307692,,,,,3.66666666667,,,8.33333333333,,,,,,,,,6.74183006536,6.74183006536,,,,,5.61904761905,5.0303030303,,,,,,,,,,,,,6.27272727273,,,,6.71428571429,,5.15189873418,,,,,20.0,,,,,,,,,5.0,,,,8.63636363636,,4.4693877551,,,,6.07259528131,,7.48837209302,6.27272727273,,,,,,,,,,,,,7.0,5.0303030303,,,,,,,,,,,,,,,,,,,,
1153,G3200030003226,5.5,6.83783783784,9.42133815552,,20.3333333333,,,3.66666666667,,6.09558823529,,,,,,,,,,,7.675,,,,,,,,,,9.42133815552,,,,,,,6.05298013245,,,,,,,,,,,8.33333333333,,,,,,,,,,,,,4.85714285714,,,,6.25806451613,,,,,,,6.0,,,6.09558823529,6.83783783784,,,,,,,,8.33333333333,,,,6.26470588235,,,20.3333333333,,,,,,,,7.675,,8.64285714286,,,,,,,,,,,6.33333333333,,,,,,,7.675,,,,,,,,,,,,,,4.85714285714,,,,,,,20.3333333333,,,8.5943877551,,,,,,,8.33333333333,6.57317073171,,,,,,,,,,,,,,,,,,,,,,,,,,,7.675,6.66666666667,
1154,G3200030003227,11.125,14.2,6.64728682171,7.29621848739,2.66666666667,6.35294117647,,7.33333333333,7.33333333333,6.5,,,,,8.36627906977,,6.08219178082,6.31578947368,,,6.16595744681,6.94578313253,,,,7.5,7.5,,,5.03246753247,,,,,17.1176470588,,,5.7385620915,,,,7.10975609756,,8.57142857143,,8.16666666667,,,,9.01219512195,,7.67647058824,16.6666666667,,,,6.40909090909,3.17647058824,,,,,6.46153846154,8.33333333333,,9.11046511628,6.01785714286,7.48484848485,,,,6.96597353497,,8.39751552795,,6.5,,,,,7.5,7.53571428571,7.8125,8.4,4.57142857143,7.55555555556,,,6.35294117647,17.1176470588,,9.7619047619,,,7.54054054054,,8.32608695652,,9.07142857143,5.67307692308,3.93939393939,,6.18181818182,,,10.0540540541,,8.16666666667,,,,,,6.83255813953,,5.66666666667,,,4.75862068966,6.16595744681,,,,3.66666666667,32.125,,,,,,,,,,6.79185520362,,9.0,5.53846153846,,,6.0,,,6.76614832536,,5.41666666667,,,,9.0,,7.89285714286,,,12.0,,,5.00751879699,,,,8.2380952381,,,,,,9.0,,,,,,,,,,,,14.0588235294,
1155,G3200030003228,,,,,7.14285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,G3200030003229,,6.2,,4.8,,,,,,,,,,,4.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,4.8,,,,4.33333333333,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,
1157,G3200030003230,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,10.6666666667,,10.6666666667,10.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,G3200030003231,,15.8461538462,6.88888888889,,8.04545454545,,,,,,,,,,5.5,,,,,,,,,,,,,6.88888888889,,6.88888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.625,,,,,,,5.5,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,8.33333333333,,,,,,,,,,,,,,,,,,,15.8461538462,,,,7.21428571429,7.21428571429,,,7.21428571429,,4.78723404255,,8.33333333333,,,,8.04545454545,,,6.02941176471,,4.625,,,,8.33333333333,,8.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,G3200030003232,,5.625,,,,,,,,,5.33333333333,,,,5.33333333333,,15.9,,,,,9.63636363636,,,,,,,,,,,,5.33333333333,,,4.27272727273,,,,,,,,,10.1666666667,,,,,,,,,,7.76785714286,,8.33333333333,,,,,,,,3.0,3.8,,,,,9.0,,,,15.9,6.0,,,,,10.1666666667,,,9.0,,,,,,,6.66666666667,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,8.4,,4.27272727273,,,,,,,,,8.65384615385,,4.125,,,,,,8.375,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,G3200030003233,,,,5.71875,7.0,,,,,,,,,,,,,,,,,5.33333333333,,,,,,5.71875,,,5.71875,,,,,,,,,,,,,,,4.5,,6.05,,,7.85714285714,,,,,,,,,,,5.0,,,,,,,,,,7.85714285714,,,,,,,,,5.46153846154,,,,,,4.33333333333,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,4.33333333333,,,,,7.0,,,5.79761904762,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,G3200030003234,,,2.25,4.44444444444,,,6.66666666667,,,,6.30769230769,,,5.09523809524,5.55882352941,,,,,,7.08021390374,4.69230769231,,,,,,,,6.16666666667,,,,4.66666666667,,,2.75,,,,,7.0,9.0,,,,,,,,,,,,,7.0,,,,3.4,,,,,,,3.57142857143,,,7.85714285714,7.85714285714,7.48148148148,,,,,,,,,,,,,4.5,8.85714285714,,,,,,8.6,,,,,,,,,,3.4,,8.2,,4.38461538462,,,5.66666666667,,,,,,,,,,3.85714285714,7.08021390374,,,3.77777777778,4.5,,,,,,,,,,,,,3.14285714286,3.14285714286,,,,,,6.61607142857,,6.16666666667,7.91549295775,,,3.14285714286,,6.0,,,8.85714285714,,,7.91549295775,,,,,,,,,5.09523809524,,,,,,,,,,,,,,
1162,G3200030003235,,7.82352941176,,6.04444444444,,,,27.25,6.64285714286,,,,,5.0,5.79220779221,4.92682926829,,9.22222222222,,4.75,6.04444444444,6.20863309353,,,,,,5.48888888889,,,5.6953125,,,5.56862745098,,,6.04444444444,5.86170212766,14.5454545455,,,4.91304347826,,5.16129032258,,5.66666666667,,,6.54545454545,6.2380952381,8.75,,5.83333333333,,7.20512820513,8.73684210526,6.07317073171,,,3.66666666667,,11.0,,6.375,,7.25,5.11034482759,8.45454545455,7.33333333333,,,6.10344827586,7.05263157895,,6.0,7.12371134021,,6.10674157303,7.1,7.33333333333,5.73684210526,5.64705882353,,,8.16239316239,,,7.64705882353,6.95833333333,,6.6,3.66666666667,,,,,5.9512195122,,5.0,5.0,6.28431372549,7.05263157895,5.21052631579,,,8.0,,,7.21739130435,,10.5,6.10674157303,,5.76623376623,,3.54545454545,,,6.56140350877,6.04444444444,,,5.0,6.375,9.0,,,,6.64583333333,6.64583333333,6.64583333333,8.0,6.4,11.0,6.82727272727,,8.0,6.55555555556,,,,,,5.86324786325,,5.26595744681,,,,8.0,,6.93137254902,6.97368421053,,8.75,,5.28571428571,6.04444444444,,,5.73913043478,,,,,,,,6.64285714286,7.44444444444,,,,7.0,,,4.71428571429,,,14.3333333333,
1163,G3200030003236,6.875,9.27777777778,5.90960451977,6.5756302521,,8.8125,,6.23076923077,11.6666666667,10.4042553191,,,4.75,5.41089108911,5.18045112782,,9.26315789474,4.0,7.1875,,7.04,7.375,,,5.0,6.79310344828,,7.05076142132,,6.44782608696,,4.88950276243,6.85714285714,6.27272727273,,17.5454545455,7.14189189189,5.0,5.0,,,7.42682926829,,7.66666666667,,7.55555555556,9.59090909091,17.5454545455,6.66666666667,6.11764705882,,,5.875,,5.5,,4.33333333333,5.5,6.54545454545,4.38461538462,,15.1428571429,7.75438596491,,,6.13194444444,6.56930693069,4.0,9.27777777778,,8.8,7.32270916335,8.8,3.44444444444,6.66666666667,7.63157894737,,,7.08219178082,8.45454545455,7.38613861386,8.06557377049,8.33333333333,8.8125,5.70689655172,,,6.58333333333,7.12903225806,,12.5,6.25,,,6.85714285714,,5.88524590164,6.33333333333,,8.82692307692,6.6359832636,,,,,3.3,7.42105263158,,11.1818181818,,,,,5.64457831325,,5.77777777778,,,6.64748201439,7.04,,8.8125,,6.74193548387,,,11.6666666667,,6.359375,6.46666666667,9.85714285714,9.85714285714,6.46666666667,,7.95467836257,,,4.44444444444,,,5.0,5.0,,6.96053736356,7.10869565217,8.35483870968,8.82352941176,,,,6.2,6.23867069486,,,16.25,11.6666666667,6.2619047619,5.83333333333,5.22222222222,6.20967741935,5.71354166667,10.8571428571,,,,5.25,4.13043478261,,,8.45454545455,,,5.25,,,,6.73076923077,,,6.72727272727,11.9090909091
1164,G3200030003237,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,G3200030003238,,17.4117647059,,6.05882352941,,,,,,,,,,,11.25,,,,,,6.05882352941,5.84615384615,,,,,,,,,4.65384615385,,,,,,,7.6,,,,,,,7.5,,,,7.5,,,,,,,,,,,,,,,,,,,,6.6,,,4.65384615385,,11.25,7.5,,,,,,,,,,7.5,,,,,,,,,,,,,,,6.70588235294,,,4.65384615385,,,,,,,,,,,,,,,,5.84615384615,6.05882352941,,,,,,,,,,,,,,,6.70588235294,,,,,,,,,6.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,G3200030003239,,,,7.56756756757,8.25,,,,,,,,,,,,,4.66666666667,,,,5.0,,,,,,,,,,,,,,,,,,,,8.40740740741,,,,,,,14.2162162162,,17.3488372093,,,,,17.3488372093,6.33333333333,,,,,,,,,,4.83333333333,4.66666666667,,,,13.5890410959,,,,,,,6.33333333333,,,,,,14.2162162162,,,,9.73333333333,,9.73333333333,8.25,,,,,,,,,9.13966480447,,,,,8.25,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,4.41463414634,,,,,,8.25,,,8.08365019011,,4.83333333333,,,,,,9.16666666667,,,,,,,,,9.13966480447,,,,,,,,,,,,,,,,,,,,
1167,G3200030003240,,28.0,,,4.71428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71428571429,,,,,,,,,,,,,,8.57142857143,,,,,,,,,,,,,,,,,,,46.6,,,,,,,,,,,,,,,,4.71428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,G3200030003241,,9.30434782609,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83333333333,,,,,,,,,,8.33333333333,,,,,,5.11111111111,,,10.3181818182,,,,,,,5.83333333333,,,,,,,11.1,,,,,,,,,,,,,5.91666666667,,,,,,,,,,,,,,,,7.67857142857,,,,,10.064516129,,,,,,,,11.1,,,,,,,,,,,13.0909090909,,,,,,,,,,,,,,7.83333333333,,,,15.8333333333,8.04255319149,,,,18.3333333333,,,,,,,,,,,,,7.67857142857,,,,,,,,,,,,,,,,,,,,
1169,G3200030003242,,12.1666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,G3200030003243,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,G3200030003244,,9.55555555556,,6.21739130435,,,,,,,,,,,,,,,,,6.21739130435,6.05882352941,,,,,,3.0,,4.5,,,,,,,,,6.75,,,,2.6,7.11111111111,,5.84615384615,,,,,,,,,4.61538461538,,8.75,11.6666666667,,,,8.14285714286,,,,,8.35714285714,,9.66666666667,,,7.11111111111,,,,,8.14285714286,,,9.66666666667,,,,,6.39393939394,,,,,,,4.27272727273,,,,,,,,,,,,5.66666666667,,10.4545454545,,,6.75,,4.0,,,8.625,,,,,,6.21739130435,,,,,11.4,,,,,,,,,,,,,,,,,,,7.2625,,9.25,,,,,,8.75,,,,,,,,,,,,7.2,,,,,,,,21.3333333333,,,,,,,,,
